instrument_id,customer_id,type,masked_number,issuer_bank,added_date
PI01736,CUST01298,upi,**** 6217,SBI,2026-06-21
PI01737,CUST01299,card,**** 3855,Yes Bank,2026-04-24
PI01738,CUST01299,wallet,**** 2102,SBI,2025-03-16
PI01739,CUST01300,upi,**** 5385,HDFC,2025-04-09
PI01740,CUST01301,wallet,**** 6606,SBI,2025-12-01
PI01741,CUST01302,upi,**** 1277,Kotak,2026-03-28
PI01742,CUST01303,card,**** 7159,Kotak,2025-08-11
PI01743,CUST01303,card,**** 6259,Axis,2025-11-10
PI01744,CUST01304,upi,**** 6861,IDFC First,2025-06-24
PI01745,CUST01304,card,**** 1986,Axis,2026-03-02
PI01746,CUST01305,card,**** 1297,SBI,2026-07-12
PI01747,CUST01306,upi,**** 3593,Yes Bank,2026-04-26
PI01748,CUST01307,card,**** 9128,HDFC,2026-06-08
PI01749,CUST01308,wallet,**** 2471,ICICI,2026-01-29
PI01750,CUST01309,card,**** 4306,Kotak,2026-02-27
PI01751,CUST01310,wallet,**** 8045,Kotak,2025-11-21
PI01752,CUST01311,upi,**** 9715,Kotak,2025-06-11
PI01753,CUST01312,upi,**** 7651,HDFC,2024-09-29
PI01754,CUST01312,wallet,**** 9572,Axis,2026-04-22
PI01755,CUST01313,card,**** 3702,Axis,2025-03-27
PI01756,CUST01314,upi,**** 4790,HDFC,2026-07-21
PI01757,CUST01315,card,**** 3160,Axis,2025-01-15
PI01758,CUST01315,wallet,**** 7379,Yes Bank,2025-10-12
PI01759,CUST01316,upi,**** 6556,Yes Bank,2026-04-05
PI01760,CUST01317,wallet,**** 9761,Kotak,2025-08-14
PI01761,CUST01317,upi,**** 9924,Axis,2025-12-15
PI01762,CUST01318,card,**** 4407,Yes Bank,2024-11-04
PI01763,CUST01319,wallet,**** 6058,ICICI,2026-03-15
PI01764,CUST01319,card,**** 2502,Yes Bank,2026-05-26
PI01765,CUST01320,upi,**** 6058,ICICI,2025-05-02
PI01766,CUST01321,wallet,**** 6486,ICICI,2024-09-17
PI01767,CUST01322,card,**** 3371,HDFC,2026-03-18
PI01768,CUST01323,card,**** 2134,SBI,2026-08-16
PI01769,CUST01324,upi,**** 8967,IDFC First,2025-12-13
PI01770,CUST01325,upi,**** 5633,Kotak,2025-04-10
PI01771,CUST01326,upi,**** 5654,Axis,2025-01-26
PI01772,CUST01326,card,**** 1818,HDFC,2026-04-08
PI01773,CUST01327,upi,**** 8606,Axis,2024-12-29
PI01774,CUST01328,upi,**** 9925,Yes Bank,2024-11-04
PI01775,CUST01329,upi,**** 7568,SBI,2025-04-27
PI01776,CUST01330,upi,**** 8375,SBI,2025-05-17
PI01777,CUST01330,card,**** 7877,IDFC First,2026-07-29
PI01778,CUST01331,upi,**** 6694,Axis,2026-03-28
PI01779,CUST01332,card,**** 5209,IDFC First,2024-09-04
PI01780,CUST01332,upi,**** 1541,HDFC,2025-09-29
PI01781,CUST01333,card,**** 6783,SBI,2025-08-24
PI01782,CUST01334,card,**** 8704,ICICI,2025-06-25
PI01783,CUST01334,card,**** 7326,SBI,2026-05-04
PI01784,CUST01335,upi,**** 4055,Axis,2025-01-10
PI01785,CUST01335,upi,**** 2295,HDFC,2025-02-07
PI01786,CUST01336,wallet,**** 6867,ICICI,2025-04-07
PI01787,CUST01336,wallet,**** 7228,ICICI,2025-12-11
PI01788,CUST01337,card,**** 1811,Yes Bank,2025-05-23
PI01789,CUST01338,wallet,**** 8634,Yes Bank,2026-05-16
PI01790,CUST01339,card,**** 7029,SBI,2025-11-05
PI01791,CUST01340,card,**** 9667,ICICI,2024-10-11
PI01792,CUST01341,upi,**** 4381,Axis,2025-05-25
PI01793,CUST01342,card,**** 2283,IDFC First,2024-11-21
PI01794,CUST01343,wallet,**** 5751,Kotak,2025-02-16
PI01795,CUST01344,wallet,**** 6495,Kotak,2026-04-01
PI01796,CUST01344,upi,**** 6712,SBI,2026-04-17
PI01797,CUST01345,wallet,**** 8120,ICICI,2025-08-29
PI01798,CUST01346,upi,**** 5288,IDFC First,2025-12-29
PI01799,CUST01347,wallet,**** 4627,SBI,2024-12-29
PI01800,CUST01348,upi,**** 2195,IDFC First,2024-09-19
PI01801,CUST01348,upi,**** 2987,Axis,2025-02-05
PI01802,CUST01349,wallet,**** 5007,IDFC First,2025-06-17
PI01803,CUST01349,wallet,**** 4972,IDFC First,2026-06-19
PI01804,CUST01350,upi,**** 5518,Kotak,2026-08-02
PI01805,CUST01350,upi,**** 5670,ICICI,2024-09-30
PI01806,CUST01351,upi,**** 7716,SBI,2025-03-01
PI01807,CUST01351,card,**** 9615,IDFC First,2026-04-24
PI01808,CUST01352,wallet,**** 3807,ICICI,2025-02-21
PI01809,CUST01352,card,**** 1782,Kotak,2026-07-16
PI01810,CUST01353,wallet,**** 7883,ICICI,2025-10-21
PI01811,CUST01354,wallet,**** 8815,Yes Bank,2025-06-01
PI01812,CUST01354,card,**** 9735,Yes Bank,2025-02-08
PI01813,CUST01355,wallet,**** 5417,HDFC,2025-03-04
PI01814,CUST01355,card,**** 3583,HDFC,2026-07-16
PI01815,CUST01356,wallet,**** 8299,ICICI,2025-01-28
PI01816,CUST01357,wallet,**** 3839,HDFC,2025-07-03
PI01817,CUST01358,card,**** 8846,SBI,2026-07-14
PI01818,CUST01359,wallet,**** 6697,ICICI,2025-12-27
PI01819,CUST01360,wallet,**** 7763,SBI,2026-04-15
PI01820,CUST01361,upi,**** 3161,IDFC First,2026-01-05
PI01821,CUST01362,card,**** 5004,HDFC,2025-11-04
PI01822,CUST01363,upi,**** 5557,Kotak,2026-02-03
PI01823,CUST01364,upi,**** 7250,HDFC,2025-08-01
PI01824,CUST01365,wallet,**** 4660,Kotak,2024-08-23
PI01825,CUST01366,card,**** 3317,Yes Bank,2025-10-27
PI01826,CUST01367,card,**** 3234,IDFC First,2025-09-23
PI01827,CUST01368,card,**** 8560,SBI,2025-08-29
PI01828,CUST01369,upi,**** 9663,Yes Bank,2026-07-14
PI01829,CUST01370,upi,**** 4118,SBI,2025-03-29
PI01830,CUST01370,wallet,**** 6527,Yes Bank,2025-06-23
PI01831,CUST01371,upi,**** 1037,Kotak,2025-04-08
PI01832,CUST01371,upi,**** 2292,Kotak,2025-12-06
PI01833,CUST01372,card,**** 2126,SBI,2026-03-16
PI01834,CUST01372,wallet,**** 6906,Kotak,2025-01-09
PI01835,CUST01373,card,**** 5249,Yes Bank,2024-12-31
PI01836,CUST01374,upi,**** 7355,ICICI,2026-03-04
PI01837,CUST01375,card,**** 4650,Kotak,2025-02-15
PI01838,CUST01376,upi,**** 1787,ICICI,2025-08-05
PI01839,CUST01376,upi,**** 4007,ICICI,2026-07-04
PI01840,CUST01377,card,**** 3223,HDFC,2025-08-12
PI01841,CUST01378,card,**** 6079,Axis,2026-05-31
PI01842,CUST01379,card,**** 5343,Axis,2025-12-18
PI01843,CUST01380,wallet,**** 2765,HDFC,2026-07-15
PI01844,CUST01381,card,**** 8385,Yes Bank,2025-04-11
PI01845,CUST01382,upi,**** 9264,Yes Bank,2026-05-07
PI01846,CUST01382,wallet,**** 7492,IDFC First,2026-04-03
PI01847,CUST01383,card,**** 1535,Kotak,2026-07-28
PI01848,CUST01383,wallet,**** 6141,Yes Bank,2025-02-14
PI01849,CUST01384,card,**** 5597,Axis,2025-01-28
PI01850,CUST01384,wallet,**** 1821,ICICI,2025-11-08
PI01851,CUST01385,card,**** 8983,Axis,2026-07-11
PI01852,CUST01385,upi,**** 2055,Axis,2025-11-23
PI01853,CUST01386,card,**** 1615,SBI,2025-12-10
PI01854,CUST01387,upi,**** 1957,ICICI,2026-02-05
PI01855,CUST01388,wallet,**** 7006,HDFC,2025-05-25
PI01856,CUST01389,card,**** 5592,Axis,2025-03-30
PI01857,CUST01390,upi,**** 3968,Axis,2025-12-11
PI01858,CUST01391,wallet,**** 3612,ICICI,2026-01-15
PI01859,CUST01392,card,**** 9524,ICICI,2025-02-19
PI01860,CUST01393,card,**** 1152,ICICI,2025-03-20
PI01861,CUST01393,card,**** 3202,SBI,2026-04-03
PI01862,CUST01394,wallet,**** 2766,ICICI,2026-05-30
PI01863,CUST01395,card,**** 4763,HDFC,2025-11-07
PI01864,CUST01396,card,**** 5155,Axis,2025-08-31
PI01865,CUST01397,upi,**** 2109,Yes Bank,2026-02-06
PI01866,CUST01398,card,**** 8008,IDFC First,2024-09-16
PI01867,CUST01398,upi,**** 6983,IDFC First,2025-03-23
PI01868,CUST01399,upi,**** 7993,ICICI,2024-11-20
PI01869,CUST01400,wallet,**** 6691,IDFC First,2024-12-24
PI01870,CUST01401,card,**** 1928,ICICI,2024-11-25
PI01871,CUST01402,wallet,**** 7065,ICICI,2024-11-27
PI01872,CUST01403,card,**** 3835,ICICI,2024-10-15
PI01873,CUST01404,wallet,**** 5232,IDFC First,2025-05-20
PI01874,CUST01404,upi,**** 3795,ICICI,2025-08-13
PI01875,CUST01405,card,**** 5437,Yes Bank,2026-03-02
PI01876,CUST01406,card,**** 3081,Kotak,2026-05-26
PI01877,CUST01407,upi,**** 2115,IDFC First,2026-07-03
PI01878,CUST01408,wallet,**** 1268,HDFC,2026-07-09
PI01879,CUST01408,upi,**** 3671,ICICI,2026-03-07
PI01880,CUST01409,card,**** 5795,HDFC,2025-06-28
PI01881,CUST01409,upi,**** 1958,Axis,2024-11-11
PI01882,CUST01410,upi,**** 5242,Yes Bank,2026-08-14
PI01883,CUST01410,wallet,**** 8578,Yes Bank,2026-04-21
PI01884,CUST01411,upi,**** 9113,SBI,2024-08-24
PI01885,CUST01412,upi,**** 2734,Kotak,2025-04-08
PI01886,CUST01413,card,**** 5320,HDFC,2025-06-24
PI01887,CUST01413,upi,**** 6894,Yes Bank,2026-02-17
PI01888,CUST01414,card,**** 9795,IDFC First,2026-01-19
PI01889,CUST01414,upi,**** 3524,IDFC First,2025-07-22
PI01890,CUST01415,upi,**** 3430,SBI,2025-05-02
PI01891,CUST01415,wallet,**** 2050,ICICI,2024-12-04
PI01892,CUST01416,upi,**** 1657,IDFC First,2026-06-14
PI01893,CUST01417,wallet,**** 6623,Axis,2026-01-27
PI01894,CUST01417,upi,**** 9745,SBI,2025-05-04
PI01895,CUST01418,upi,**** 9308,Yes Bank,2024-11-13
PI01896,CUST01418,wallet,**** 3415,ICICI,2025-10-30
PI01897,CUST01419,card,**** 4074,Axis,2026-02-04
PI01898,CUST01420,card,**** 4052,HDFC,2024-12-15
PI01899,CUST01420,card,**** 2385,HDFC,2025-05-12
PI01900,CUST01421,card,**** 9698,Axis,2024-10-13
PI01901,CUST01422,card,**** 4861,Yes Bank,2026-02-24
PI01902,CUST01422,upi,**** 7814,IDFC First,2025-01-28
PI01903,CUST01423,wallet,**** 1819,Yes Bank,2025-12-12
PI01904,CUST01423,card,**** 8445,IDFC First,2025-12-01
PI01905,CUST01424,upi,**** 5773,Yes Bank,2025-08-08
PI01906,CUST01425,wallet,**** 4695,Kotak,2026-06-30
PI01907,CUST01426,upi,**** 2696,Kotak,2026-08-20
PI01908,CUST01427,wallet,**** 5125,Yes Bank,2026-05-08
PI01909,CUST01427,upi,**** 3919,Kotak,2025-06-09
PI01910,CUST01428,wallet,**** 2792,Axis,2025-08-31
PI01911,CUST01429,card,**** 3875,ICICI,2025-05-02
PI01912,CUST01430,upi,**** 5170,ICICI,2025-12-09
PI01913,CUST01431,wallet,**** 8444,ICICI,2024-08-25
PI01914,CUST01432,card,**** 6909,IDFC First,2024-10-21
PI01915,CUST01433,card,**** 3364,HDFC,2026-08-10
PI01916,CUST01434,card,**** 7174,Yes Bank,2025-09-26
PI01917,CUST01435,wallet,**** 5270,Kotak,2026-08-15
PI01918,CUST01436,upi,**** 4151,ICICI,2025-09-21
PI01919,CUST01436,wallet,**** 1024,Yes Bank,2025-08-31
PI01920,CUST01437,card,**** 4315,SBI,2025-07-28
PI01921,CUST01437,upi,**** 5948,Axis,2025-02-18
PI01922,CUST01438,upi,**** 9228,IDFC First,2024-09-08
PI01923,CUST01439,upi,**** 9332,Kotak,2025-07-06
PI01924,CUST01439,wallet,**** 6416,HDFC,2024-12-19
PI01925,CUST01440,upi,**** 1340,IDFC First,2025-03-01
PI01926,CUST01441,card,**** 7130,Kotak,2024-12-16
PI01927,CUST01442,upi,**** 9314,Yes Bank,2025-04-23
PI01928,CUST01442,upi,**** 2169,Kotak,2026-06-20
PI01929,CUST01443,card,**** 8343,Axis,2024-09-11
PI01930,CUST01444,wallet,**** 3976,Axis,2026-03-01
PI01931,CUST01445,wallet,**** 4427,ICICI,2025-08-09
PI01932,CUST01446,wallet,**** 6186,Axis,2024-10-16
PI01933,CUST01446,card,**** 5391,ICICI,2025-04-19
PI01934,CUST01447,upi,**** 8768,SBI,2026-01-08
PI01935,CUST01448,card,**** 6876,Kotak,2025-08-09
PI01936,CUST01449,card,**** 7854,HDFC,2024-12-18
PI01937,CUST01450,upi,**** 9892,HDFC,2025-10-12
PI01938,CUST01451,wallet,**** 3192,HDFC,2024-09-08
PI01939,CUST01452,upi,**** 3583,ICICI,2026-04-01
PI01940,CUST01452,wallet,**** 5683,HDFC,2025-07-24
PI01941,CUST01453,upi,**** 7725,ICICI,2024-12-02
PI01942,CUST01454,card,**** 6205,SBI,2026-08-12
PI01943,CUST01455,wallet,**** 7590,ICICI,2025-11-05
PI01944,CUST01455,upi,**** 5003,Axis,2024-11-21
PI01945,CUST01456,wallet,**** 3525,Yes Bank,2025-11-29
PI01946,CUST01456,upi,**** 3823,IDFC First,2025-01-22
PI01947,CUST01457,wallet,**** 5860,Yes Bank,2026-08-20
PI01948,CUST01457,card,**** 1700,Axis,2025-12-31
PI01949,CUST01458,card,**** 6492,Yes Bank,2025-03-27
PI01950,CUST01459,wallet,**** 9427,HDFC,2025-02-27
PI01951,CUST01460,wallet,**** 6564,HDFC,2024-10-17
PI01952,CUST01460,card,**** 4354,Yes Bank,2025-02-20
PI01953,CUST01461,card,**** 9819,IDFC First,2025-06-24
PI01954,CUST01462,card,**** 5466,Kotak,2024-10-14
PI01955,CUST01463,card,**** 3572,HDFC,2025-08-18
PI01956,CUST01463,wallet,**** 2371,ICICI,2025-08-21
PI01957,CUST01464,card,**** 3832,IDFC First,2026-02-11
PI01958,CUST01465,upi,**** 5850,Kotak,2025-09-18
PI01959,CUST01466,card,**** 7102,Kotak,2025-03-01
PI01960,CUST01466,card,**** 8134,Kotak,2026-01-07
PI01961,CUST01467,wallet,**** 9183,Axis,2026-01-19
PI01962,CUST01468,card,**** 2703,IDFC First,2025-01-01
PI01963,CUST01469,card,**** 9697,SBI,2025-10-23
PI01964,CUST01469,upi,**** 9802,HDFC,2026-06-03
PI01965,CUST01470,upi,**** 6006,IDFC First,2025-07-04
PI01966,CUST01471,wallet,**** 1015,HDFC,2025-12-31
PI01967,CUST01472,card,**** 9232,Axis,2025-08-11
PI01968,CUST01473,wallet,**** 9592,Axis,2025-12-14
PI01969,CUST01474,upi,**** 9532,SBI,2024-09-20
PI01970,CUST01475,upi,**** 7581,SBI,2025-03-10
PI01971,CUST01475,upi,**** 6092,IDFC First,2024-12-14
PI01972,CUST01476,card,**** 8132,Yes Bank,2024-10-16
PI01973,CUST01476,card,**** 4566,SBI,2025-11-16
PI01974,CUST01477,card,**** 2831,Kotak,2026-05-13
PI01975,CUST01477,card,**** 8145,IDFC First,2024-12-26
PI01976,CUST01478,card,**** 2230,ICICI,2025-02-15
PI01977,CUST01479,card,**** 6007,Yes Bank,2025-08-01
PI01978,CUST01480,card,**** 5658,ICICI,2024-10-27
PI01979,CUST01481,upi,**** 9714,ICICI,2024-11-15
PI01980,CUST01481,card,**** 5610,Yes Bank,2026-06-08
PI01981,CUST01482,wallet,**** 2833,HDFC,2024-08-31
PI01982,CUST01483,wallet,**** 8315,ICICI,2025-04-15
PI01983,CUST01484,wallet,**** 5549,Kotak,2024-10-17
PI01984,CUST01485,wallet,**** 2581,Yes Bank,2024-12-09
PI01985,CUST01485,card,**** 9416,Yes Bank,2026-07-28
PI01986,CUST01486,card,**** 1326,HDFC,2026-08-07
PI01987,CUST01487,upi,**** 7918,Axis,2025-07-25
PI01988,CUST01488,wallet,**** 3754,Yes Bank,2025-03-10
PI01989,CUST01489,card,**** 1088,SBI,2025-12-29
PI01990,CUST01490,wallet,**** 3642,Kotak,2026-05-24
PI01991,CUST01491,card,**** 9912,Axis,2026-07-01
PI01992,CUST01492,card,**** 1063,SBI,2025-11-16
PI01993,CUST01493,card,**** 6351,IDFC First,2025-12-23
PI01994,CUST01493,card,**** 5426,ICICI,2024-09-26
PI01995,CUST01494,card,**** 1031,SBI,2025-05-14
PI01996,CUST01494,wallet,**** 3651,Axis,2024-11-15
PI01997,CUST01495,card,**** 2023,HDFC,2024-10-01
PI01998,CUST01495,upi,**** 7522,Kotak,2025-05-04
PI01999,CUST01496,upi,**** 3687,IDFC First,2025-03-27
PI02000,CUST01496,upi,**** 8145,ICICI,2024-11-10
PI02001,CUST01497,card,**** 4388,IDFC First,2024-08-25
PI02002,CUST01498,wallet,**** 7313,Yes Bank,2026-06-29
PI02003,CUST01498,card,**** 4514,IDFC First,2025-05-09
PI02004,CUST01499,upi,**** 2364,Kotak,2025-11-03
PI02005,CUST01500,wallet,**** 2868,Yes Bank,2026-06-01
PI02006,CUST01501,upi,**** 3900,Axis,2026-03-07
PI02007,CUST01501,upi,**** 2716,ICICI,2025-03-01
PI02008,CUST01502,wallet,**** 5992,IDFC First,2025-02-07
PI02009,CUST01503,card,**** 2218,ICICI,2025-01-26
PI02010,CUST01504,wallet,**** 9287,IDFC First,2026-02-02
PI02011,CUST01505,card,**** 4696,Yes Bank,2026-03-02
PI02012,CUST01506,card,**** 2624,Yes Bank,2024-11-13
PI02013,CUST01506,wallet,**** 9324,Yes Bank,2025-04-30
PI02014,CUST01507,upi,**** 4061,Axis,2025-08-21
PI02015,CUST01508,wallet,**** 2037,Kotak,2025-08-09
PI02016,CUST01508,upi,**** 6330,Yes Bank,2026-03-17
PI02017,CUST01509,wallet,**** 1324,Axis,2026-01-30
PI02018,CUST01509,upi,**** 9077,Axis,2024-08-22
PI02019,CUST01510,wallet,**** 1711,Axis,2025-10-07
PI02020,CUST01511,wallet,**** 7065,IDFC First,2026-07-06
PI02021,CUST01511,wallet,**** 3736,HDFC,2025-03-13
PI02022,CUST01512,wallet,**** 9563,HDFC,2026-06-10
PI02023,CUST01512,wallet,**** 5364,ICICI,2025-11-08
PI02024,CUST01513,wallet,**** 3087,Axis,2025-10-10
PI02025,CUST01514,upi,**** 7713,HDFC,2025-08-12
PI02026,CUST01514,upi,**** 9243,Yes Bank,2025-01-19
PI02027,CUST01515,upi,**** 7864,Kotak,2025-01-05
PI02028,CUST01516,wallet,**** 5046,Kotak,2026-06-25
PI02029,CUST01516,wallet,**** 5897,SBI,2026-08-06
PI02030,CUST01517,upi,**** 3919,Yes Bank,2026-05-04
PI02031,CUST01517,wallet,**** 1272,Yes Bank,2024-10-31
PI02032,CUST01518,card,**** 7402,Axis,2026-01-06
PI02033,CUST01518,upi,**** 7541,Kotak,2024-12-14
PI02034,CUST01519,card,**** 6798,Kotak,2025-03-29
PI02035,CUST01520,card,**** 6303,Axis,2025-01-31
PI02036,CUST01521,upi,**** 9310,Kotak,2025-10-11
PI02037,CUST01522,card,**** 6626,SBI,2026-07-20
PI02038,CUST01522,card,**** 5470,Yes Bank,2025-06-16
PI02039,CUST01523,wallet,**** 1147,IDFC First,2026-02-05
PI02040,CUST01524,wallet,**** 5880,ICICI,2025-01-26
PI02041,CUST01525,wallet,**** 1368,Axis,2025-11-10
PI02042,CUST01525,upi,**** 8785,ICICI,2025-11-28
PI02043,CUST01526,upi,**** 7931,Kotak,2025-02-21
PI02044,CUST01526,upi,**** 2031,IDFC First,2025-06-09
PI02045,CUST01527,wallet,**** 7493,Axis,2024-12-27
PI02046,CUST01528,wallet,**** 1063,Kotak,2024-09-04
PI02047,CUST01529,upi,**** 6029,Yes Bank,2026-05-17
PI02048,CUST01529,wallet,**** 9159,SBI,2025-04-09
PI02049,CUST01530,upi,**** 5656,Axis,2026-06-11
PI02050,CUST01530,upi,**** 2233,Kotak,2026-04-22
PI02051,CUST01531,wallet,**** 9258,IDFC First,2026-01-02
PI02052,CUST01532,card,**** 7733,Axis,2024-09-21
PI02053,CUST01533,upi,**** 8509,Kotak,2026-01-18
PI02054,CUST01534,upi,**** 4379,Axis,2024-12-17
PI02055,CUST01534,wallet,**** 9788,IDFC First,2025-11-19
PI02056,CUST01535,card,**** 7239,SBI,2026-01-28
PI02057,CUST01535,wallet,**** 9744,HDFC,2025-05-22
PI02058,CUST01536,upi,**** 6177,HDFC,2025-04-06
PI02059,CUST01537,card,**** 9433,IDFC First,2026-04-06
PI02060,CUST01537,upi,**** 1162,SBI,2026-02-24
PI02061,CUST01538,card,**** 1514,ICICI,2026-04-12
PI02062,CUST01539,card,**** 8515,HDFC,2025-01-27
PI02063,CUST01540,upi,**** 5749,Kotak,2024-12-11
PI02064,CUST01541,card,**** 1296,IDFC First,2025-02-09
PI02065,CUST01541,wallet,**** 3935,SBI,2025-03-10
PI02066,CUST01542,upi,**** 6874,Kotak,2026-03-02
PI02067,CUST01542,card,**** 4628,HDFC,2025-03-04
PI02068,CUST01543,wallet,**** 4112,IDFC First,2025-10-31
PI02069,CUST01543,wallet,**** 1674,SBI,2025-09-15
PI02070,CUST01544,upi,**** 9861,Kotak,2026-01-06
PI02071,CUST01545,wallet,**** 8761,SBI,2026-02-18
PI02072,CUST01546,card,**** 6695,Axis,2024-10-31
PI02073,CUST01546,card,**** 1238,ICICI,2025-02-09
PI02074,CUST01547,upi,**** 1208,HDFC,2025-08-06
PI02075,CUST01548,card,**** 1752,Yes Bank,2024-10-04
PI02076,CUST01549,wallet,**** 7395,IDFC First,2025-10-10
PI02077,CUST01550,upi,**** 2668,Kotak,2025-01-05
PI02078,CUST01550,wallet,**** 6830,Yes Bank,2025-09-09
PI02079,CUST01551,card,**** 6856,Axis,2025-03-31
PI02080,CUST01552,card,**** 5277,IDFC First,2024-11-29
PI02081,CUST01553,card,**** 8180,Kotak,2026-01-12
PI02082,CUST01553,wallet,**** 5820,Axis,2026-08-06
PI02083,CUST01554,wallet,**** 1848,Kotak,2026-07-27
PI02084,CUST01555,wallet,**** 1319,Yes Bank,2025-06-07
PI02085,CUST01556,wallet,**** 8734,ICICI,2025-12-22
PI02086,CUST01557,wallet,**** 1572,HDFC,2025-04-07
PI02087,CUST01558,wallet,**** 4343,Axis,2026-06-07
PI02088,CUST01559,wallet,**** 3013,HDFC,2026-05-29
PI02089,CUST01560,upi,**** 5843,SBI,2024-09-06
PI02090,CUST01561,card,**** 1708,Axis,2025-12-08
PI02091,CUST01562,upi,**** 6618,Axis,2026-07-01
PI02092,CUST01563,upi,**** 7131,ICICI,2026-01-20
PI02093,CUST01563,upi,**** 1632,Axis,2026-03-02
PI02094,CUST01564,card,**** 2914,SBI,2026-07-19
PI02095,CUST01565,wallet,**** 8146,IDFC First,2025-07-22
PI02096,CUST01566,card,**** 6167,Axis,2025-09-11
PI02097,CUST01567,card,**** 3962,HDFC,2025-09-20
PI02098,CUST01568,card,**** 6435,ICICI,2026-02-14
PI02099,CUST01568,card,**** 5831,Axis,2025-12-15
PI02100,CUST01569,upi,**** 9174,SBI,2025-06-14
PI02101,CUST01570,upi,**** 5973,Kotak,2024-09-13
PI02102,CUST01571,wallet,**** 6335,SBI,2026-05-03
PI02103,CUST01572,card,**** 8161,SBI,2024-12-16
PI02104,CUST01572,card,**** 2579,IDFC First,2024-10-08
PI02105,CUST01573,wallet,**** 4690,SBI,2024-11-13
PI02106,CUST01574,upi,**** 2340,ICICI,2025-01-04
PI02107,CUST01575,upi,**** 6696,ICICI,2025-08-23
PI02108,CUST01576,card,**** 1923,HDFC,2025-12-10
PI02109,CUST01577,card,**** 7461,ICICI,2025-10-03
PI02110,CUST01577,wallet,**** 4028,HDFC,2024-11-20
PI02111,CUST01578,wallet,**** 8738,ICICI,2025-04-06
PI02112,CUST01579,card,**** 8590,Axis,2026-05-30
PI02113,CUST01579,card,**** 7973,IDFC First,2025-06-09
PI02114,CUST01580,wallet,**** 9938,Yes Bank,2025-01-01
PI02115,CUST01581,wallet,**** 6677,Kotak,2026-02-01
PI02116,CUST01582,wallet,**** 6263,Kotak,2025-01-11
PI02117,CUST01583,card,**** 3964,Kotak,2025-05-02
PI02118,CUST01584,upi,**** 3790,Yes Bank,2024-10-05
PI02119,CUST01584,upi,**** 3292,Yes Bank,2025-01-02
PI02120,CUST01585,card,**** 7653,HDFC,2025-12-03
PI02121,CUST01586,upi,**** 9015,SBI,2025-03-13
PI02122,CUST01586,wallet,**** 2376,Axis,2026-02-26
PI02123,CUST01587,card,**** 6504,HDFC,2025-08-19
PI02124,CUST01588,wallet,**** 1772,SBI,2024-08-26
PI02125,CUST01588,upi,**** 2519,SBI,2025-07-17
PI02126,CUST01589,upi,**** 6034,SBI,2025-05-11
PI02127,CUST01590,card,**** 6998,Yes Bank,2026-05-30
PI02128,CUST01591,upi,**** 3312,SBI,2025-08-14
PI02129,CUST01592,wallet,**** 5846,HDFC,2025-10-06
PI02130,CUST01593,card,**** 6839,Kotak,2024-09-27
PI02131,CUST01594,wallet,**** 8527,ICICI,2026-05-16
PI02132,CUST01595,upi,**** 4328,HDFC,2026-08-11
PI02133,CUST01596,card,**** 9000,Kotak,2026-02-15
PI02134,CUST01597,card,**** 4641,ICICI,2026-06-16
PI02135,CUST01597,card,**** 9681,ICICI,2025-07-14
PI02136,CUST01598,card,**** 2124,Yes Bank,2025-05-13
PI02137,CUST01599,card,**** 9538,Kotak,2026-06-26
PI02138,CUST01600,upi,**** 1613,Kotak,2024-12-27
PI02139,CUST01601,wallet,**** 9764,ICICI,2025-10-14
PI02140,CUST01602,card,**** 6777,IDFC First,2024-11-05
PI02141,CUST01602,card,**** 8862,Kotak,2026-05-17
PI02142,CUST01603,card,**** 1157,SBI,2026-04-06
PI02143,CUST01604,upi,**** 4013,SBI,2026-02-07
PI02144,CUST01604,wallet,**** 2025,SBI,2026-06-06
PI02145,CUST01605,card,**** 8293,Yes Bank,2025-05-21
PI02146,CUST01606,upi,**** 6352,IDFC First,2025-09-25
PI02147,CUST01607,card,**** 6364,Yes Bank,2025-10-13
PI02148,CUST01607,card,**** 8907,IDFC First,2026-02-25
PI02149,CUST01608,card,**** 2663,Kotak,2026-07-02
PI02150,CUST01608,wallet,**** 2759,SBI,2025-07-28
PI02151,CUST01609,wallet,**** 8837,ICICI,2025-03-02
PI02152,CUST01610,upi,**** 7250,Axis,2025-08-09
PI02153,CUST01611,wallet,**** 8851,Axis,2026-04-12
PI02154,CUST01612,upi,**** 3663,Kotak,2025-02-19
PI02155,CUST01612,upi,**** 2069,SBI,2025-03-28
PI02156,CUST01613,card,**** 7488,ICICI,2026-02-01
PI02157,CUST01614,wallet,**** 5209,Axis,2026-04-09
PI02158,CUST01614,wallet,**** 8045,SBI,2025-04-05
PI02159,CUST01615,card,**** 1475,Yes Bank,2025-09-03
PI02160,CUST01616,card,**** 1790,Kotak,2026-08-22
PI02161,CUST01617,wallet,**** 6575,Axis,2025-03-21
PI02162,CUST01617,card,**** 1277,Kotak,2025-05-25
PI02163,CUST01618,wallet,**** 6576,ICICI,2024-09-12
PI02164,CUST01619,wallet,**** 2392,Kotak,2025-10-09
PI02165,CUST01620,upi,**** 9553,SBI,2024-11-19
PI02166,CUST01620,upi,**** 3788,Yes Bank,2025-07-14
PI02167,CUST01621,upi,**** 5537,Yes Bank,2026-06-13
PI02168,CUST01622,wallet,**** 5874,Kotak,2025-04-09
PI02169,CUST01622,wallet,**** 8500,Kotak,2026-01-11
PI02170,CUST01623,upi,**** 3796,Kotak,2025-08-19
